tic_id,planet_name,host_star,ra,dec,orbital_period_days,planet_radius_earth,planet_mass_earth,stellar_teff,stellar_radius,stellar_mass,distance_pc,discovery_year,class_label,class_id,source_catalog
120105569,Kepler-1499 b,Kepler-1499,283.986348,41.6505091,44.2008,1.19,1.81,5097.0,0.78,0.82,309.869,2016,Planet,0,NASA Exoplanet Archive
138568416,Kepler-1073 b,Kepler-1073,294.1527259,38.2330886,8.67888593,2.3,5.9,5792.0,1.0,1.0,809.897,2016,Planet,0,NASA Exoplanet Archive
257005016,8 UMi b,8 UMi,224.201685,74.9009379,93.31,13.5,524.41687155,4847.0,10.73,1.51,162.552,2015,Planet,0,NASA Exoplanet Archive
248320609,HD 159868 b,HD 159868,264.7466665,-43.1462347,1184.1,13.3,704.94694,5534.0,2.13,1.19,55.8503,2006,Planet,0,NASA Exoplanet Archive
121943724,Kepler-92 b,Kepler-92,289.0860607,41.5630224,13.749,3.51,64.3,5883.0,1.7,1.21,477.992,2013,Planet,0,NASA Exoplanet Archive
137150544,Kepler-405 c,Kepler-405,291.4094615,38.3400107,29.726682,4.66,19.6,5818.0,0.893,0.873,1065.08,2014,Planet,0,NASA Exoplanet Archive
16909043,GJ 682 c,GJ 682,264.2610245,-44.3232519,57.32,2.89,8.7,3028.0,0.298255,0.27,5.00671,2014,Planet,0,NASA Exoplanet Archive
164779321,Kepler-282 c,Kepler-282,284.6772402,44.7976401,13.638723,1.2,1.87,5602.0,0.904,0.86,1337.61,2014,Planet,0,NASA Exoplanet Archive
26583108,Kepler-1574 b,Kepler-1574,292.1586689,49.6377914,6.9424334,1.29,2.21,5892.0,1.08,1.06,1384.16,2016,Planet,0,NASA Exoplanet Archive
349488688,HD 152843 b,HD 152843,253.7848853,20.491524,11.62071,3.05,9.82,6310.0,1.43,1.15,107.898,2021,Planet,0,NASA Exoplanet Archive
270501383,HD 205739 b,HD 205739,324.5351273,-31.7378373,279.8,13.6,435.41,6176.0,1.33,1.22,92.5087,2008,Planet,0,NASA Exoplanet Archive
113329742,HD 184010 d,HD 184010,292.8401421,26.6172796,836.4,14.3,143.02278315,4971.0,4.86,1.35,60.7993,2022,Planet,0,NASA Exoplanet Archive
256419669,Gl 49 b,Gl 49,15.6687321,62.3454386,13.8508,2.24,5.63,3805.0,0.511,0.515,9.8528,2019,Planet,0,NASA Exoplanet Archive
65406275,GJ 2056 b,GJ 2056,108.0194945,-24.8921008,69.971,4.17,16.2,4069.95,0.709495,0.62,28.4434,2020,Planet,0,NASA Exoplanet Archive
416282268,Kepler-154 f,Kepler-154,289.7805393,49.8965624,9.91935684,1.5,2.86,5769.0,0.98,0.98,915.212,2016,Planet,0,NASA Exoplanet Archive
164456041,Kepler-658 b,Kepler-658,282.983621,47.5783897,1.287076762,1.63,3.29,4103.0,0.6,0.63,388.384,2016,Planet,0,NASA Exoplanet Archive
147277741,NGTS-34 b,NGTS-34,162.4997176,-44.5478575,43.12655,3.65,19.1,6134.0,1.367,1.266,120.475,2025,Planet,0,NASA Exoplanet Archive
201248411,HIP 65 A b,HIP 65 A,0.1856063,-54.8308228,0.9809734,22.75427,1021.18779,4590.0,0.7242,0.781,61.7856,2020,Planet,0,NASA Exoplanet Archive
159304741,Kepler-1013 b,Kepler-1013,290.2481023,44.4352935,18.93054959,2.15,5.27,4954.0,0.76,0.81,422.246,2016,Planet,0,NASA Exoplanet Archive
28448998,Kepler-313 b,Kepler-313,298.2948708,48.7754,14.970418,2.53,6.94,5727.0,1.536,1.114,1079.39524871,2014,Planet,0,NASA Exoplanet Archive
137151294,Kepler-1914 b,Kepler-1914,291.4314024,38.6543635,30.82789993,2.9429803,8.97,5982.0,0.96,1.047,1621.56,2021,Planet,0,NASA Exoplanet Archive
325554331,Barnard b,Barnard's star,269.4486144,4.7379808,3.1542,0.72,0.299,3195.0,0.185,0.162,1.82655,2024,Planet,0,NASA Exoplanet Archive
77534376,USco1556 b,USco1556 A,239.1037198,-25.6890476,,12.3,4767.45,3410.0,0.668108,0.33,140.635,2019,Planet,0,NASA Exoplanet Archive
92352621,WASP-94 B b,WASP-94 B,313.7882932,-34.135724,2.00839,14.1,196.411,6040.0,1.35,1.24,208.696,2014,Planet,0,NASA Exoplanet Archive
46382728,K2-336 b,K2-336,133.8382032,16.7940663,21.194733,1.22,1.98,5424.0,0.8,0.86,239.289,2021,Planet,0,NASA Exoplanet Archive
437704321,K2-55 b,K2-55,333.7518786,-17.2508002,2.849271,4.43,44.0,4300.0,0.715,0.688,159.522,2016,Planet,0,NASA Exoplanet Archive
243921117,WASP-80 b,WASP-80,303.1667996,-2.1444369,3.06785234,11.197791,170.99254,4143.0,0.586,0.577,49.7876,2012,Planet,0,NASA Exoplanet Archive
21744120,HAT-P-18 b,HAT-P-18,256.346376,33.0123251,5.508023,11.153,62.61,4803.0,0.749,0.77,161.4,2010,Planet,0,NASA Exoplanet Archive
427685831,WASP-52 b,WASP-52,348.4947931,8.7610793,1.7497798,14.24,146.2,5000.0,0.79,0.87,174.818,2012,Planet,0,NASA Exoplanet Archive
79698690,HIP 39330 b,HIP 39330,120.6116831,-46.3353155,4650.0,13.5,530.77343969,5748.0,1.02786,0.96,36.3958,2026,Planet,0,NASA Exoplanet Archive
376637093,TOI-1516 b,TOI-1516,340.0846204,69.5037313,2.056014,15.24421375,1004.33776612,6520.0,1.14,1.14,247.054,2022,Planet,0,NASA Exoplanet Archive
467929202,GJ 1214 b,GJ 1214,258.8313991,4.9606795,1.580404531,2.733,8.41,3101.0,0.2162,0.182,14.6427,2009,Planet,0,NASA Exoplanet Archive
270577175,bet Pic b,bet Pic,86.8212337,-51.066148,8682.0,18.49485,2765.1071409,8038.68,1.54416,1.789,19.7442,2008,Planet,0,NASA Exoplanet Archive
158170594,Kepler-412 b,Kepler-412,286.1103053,43.6809612,1.7208604,15.031269,299.07803,5750.0,1.287,1.167,1086.24,2014,Planet,0,NASA Exoplanet Archive
391880567,CoRoT-8 b,CoRoT-8,291.5885696,1.4262972,6.21229,6.39,69.92,5080.0,0.77,0.88,322.037,2010,Planet,0,NASA Exoplanet Archive
399953616,Kepler-1381 b,Kepler-1381,287.5357911,48.727783,25.3842686,2.25,5.69,5747.0,0.94,0.96,1197.04,2016,Planet,0,NASA Exoplanet Archive
158843824,Kepler-1372 b,Kepler-1372,288.8865895,44.8394672,1.311555568,1.27,2.15,5677.0,0.97,0.98,1303.22,2016,Planet,0,NASA Exoplanet Archive
170646917,Kepler-84 f,Kepler-84,298.2520208,40.4960842,44.552169,2.2,5.48,6031.0,1.169,1.06,1023.9,2014,Planet,0,NASA Exoplanet Archive
428673146,HD 104067 b,HD 104067,179.7923543,-20.3556058,55.851,9.2,62.1,4952.0,0.78,0.82,20.3632,2011,Planet,0,NASA Exoplanet Archive
116376059,BD+49 828 b,BD+49 828,45.6406187,49.7299481,2590.0,13.5,508.5,4943.0,7.6,1.52,442.042,2015,Planet,0,NASA Exoplanet Archive
231698181,eps Ind A b,eps Ind A,330.8714021,-56.7969023,25450.0,12.7,2065.8846455,4700.0,0.713,0.8,3.63857,2019,Planet,0,NASA Exoplanet Archive
63898957,TOI-261.01,TOI-261,15.2181412,-24.4239934,3.3639254,3.0449863,9.51,5890.3,1.28018,0.496728,114.495,2021,Planet,0,NASA Exoplanet Archive
271159950,Kepler-176 c,Kepler-176,294.6679021,43.8532104,12.759712,2.6,1.33,5232.0,0.891,0.86,527.321,2014,Planet,0,NASA Exoplanet Archive
203289099,K2-344 b,K2-344,136.3614923,21.6685886,3.35585,1.59,3.15,4374.0,0.49,0.51,75.1691,2021,Planet,0,NASA Exoplanet Archive
26961231,Kepler-369 c,Kepler-369,293.6743322,47.9084727,14.871572,1.41,2.57,3591.0,0.471,0.5,214.0,2014,Planet,0,NASA Exoplanet Archive
48237215,7 CMa b,7 CMa,99.171276,-19.2561808,735.1,13.4,587.9855,4826.0,4.87,1.34,19.8101,2011,Planet,0,NASA Exoplanet Archive
158986490,Kepler-1012 b,Kepler-1012,289.2962253,46.4579889,5.50860439,1.29,2.21,5556.0,0.91,0.95,411.077,2016,Planet,0,NASA Exoplanet Archive
159180076,Kepler-1613 b,Kepler-1613,289.8750066,43.4209318,1.5184299,2.08,4.98,6005.0,1.12,1.08,1508.33,2016,Planet,0,NASA Exoplanet Archive
71582156,TOI-5726.01,TOI-5726,123.3950504,68.5745899,5.491125215,2.554,7.05,5874.0,1.106,1.06,108.848,2024,Planet,0,NASA Exoplanet Archive
350810590,Kepler-36 b,Kepler-36,291.2501859,49.2318073,13.86825,1.498,3.83,5979.0,1.634,1.034,527.956,2012,Planet,0,NASA Exoplanet Archive
271355361,Kepler-616 c,Kepler-616,294.989137,46.8383058,90.4113556,3.41,11.5,5753.0,0.97,0.98,945.775,2016,Planet,0,NASA Exoplanet Archive
383675945,HIP 91258 b,HIP 91258,279.2211173,61.7015065,5.0505,13.7,346.4347,5519.0,0.89,0.97,45.8846,2013,Planet,0,NASA Exoplanet Archive
102264230,WASP-47 c,WASP-47,331.203092,-12.019067,589.57,,447.0,5565.0,1.156,1.058,264.78,2015,Planet,0,NASA Exoplanet Archive
293435336,WASP-76 b,WASP-76,26.632936,2.700389,1.80988198,20.78145022,284.13859586,6329.0,1.756,1.458,194.459,2016,Planet,0,NASA Exoplanet Archive
439366538,TOI-2374 b,TOI-2374,319.4982407,-22.0498228,4.3136193,7.48759911,61.65871096,5002.0,0.711,0.802,134.655,2024,Planet,0,NASA Exoplanet Archive
420779000,HAT-P-26 b,HAT-P-26,213.1565508,4.0594175,4.23452,7.06167,22.2481,5079.0,0.87,1.12,141.837,2010,Planet,0,NASA Exoplanet Archive
239306681,Kepler-79 b,Kepler-79,300.5171067,44.3815508,13.48451,3.51,7.6,6389.0,1.316,1.244,1020.72,2012,Planet,0,NASA Exoplanet Archive
9030096,K2-389 c,K2-389,355.6304152,-9.7135814,20.851337,2.04,4.82,5782.0,1.084,0.802,259.208,2022,Planet,0,NASA Exoplanet Archive
184166357,Kepler-1405 b,Kepler-1405,295.6848822,39.2561274,28.2274184,3.96,14.9,5925.0,1.07,1.05,1530.3,2016,Planet,0,NASA Exoplanet Archive
301288279,K2-414 b,K2-414,351.6361913,-4.6066569,4.3696,1.219,1.98,4343.0,0.732,0.814,260.036,2022,Planet,0,NASA Exoplanet Archive
63069779,Kepler-362 c,Kepler-362,291.771603,47.5299192,37.866281,1.45,2.7,5788.0,0.722,0.904,1090.51,2014,Planet,0,NASA Exoplanet Archive
237086564,TOI-1466 b,TOI-1466,307.3965319,61.5507253,1.87190602231,2.46741991,6.65,4435.39,0.749646,0.66,86.5783,2026,Planet,0,NASA Exoplanet Archive
272180236,Kepler-1947 b,Kepler-1947,296.1040313,42.3425818,6.963630199,1.0101666,1.01,6040.0,1.686,0.984,468.771,2021,Planet,0,NASA Exoplanet Archive
137348863,Kepler-260 c,Kepler-260,291.9259658,38.0140525,76.050178,1.74,3.68,5250.0,0.862,1.013,627.365,2014,Planet,0,NASA Exoplanet Archive
164721759,Kepler-484 b,Kepler-484,284.3942844,46.2491109,10.045569313,2.28,5.82,5668.0,0.87,0.96,382.136,2016,Planet,0,NASA Exoplanet Archive
120042828,Kepler-1407 b,Kepler-1407,283.9424274,41.4715535,20.0711504,2.25,5.69,6010.0,1.15,1.1,1396.41,2016,Planet,0,NASA Exoplanet Archive
101955023,GJ 1132 b,GJ 1132,153.7090696,-47.1549358,1.62892911,1.19151465,1.83704819,3229.0,0.2211,0.1945,12.613,2015,Planet,0,NASA Exoplanet Archive
278892590,TRAPPIST-1 c,TRAPPIST-1,346.6263919,-5.0434618,2.421937,1.097,1.308,2566.0,0.1192,0.0898,12.42988881,2016,Planet,0,NASA Exoplanet Archive
219875976,TOI-5728 b,TOI-5728,260.3509363,67.5504212,11.49761,1.31,2.27,3419.0,0.37,0.36,54.7045,2025,Planet,0,NASA Exoplanet Archive
352007758,Kepler-211 b,Kepler-211,285.4391183,43.1685051,4.138575,1.26,2.13,5123.0,0.816,0.867,309.353,2014,Planet,0,NASA Exoplanet Archive
55275863,TOI-5515 b,TOI-5515,139.6163639,16.9899558,8.59225810839,2.65362762,7.53,5483.65,0.835682,0.963,135.459,2026,Planet,0,NASA Exoplanet Archive
27397848,Kepler-197 b,Kepler-197,295.2264739,50.5592348,5.599308,1.02,1.04,6004.0,1.12,0.857,330.575,2014,Planet,0,NASA Exoplanet Archive
121020728,Kepler-790 b,Kepler-790,286.9171489,38.8722123,13.73469807,2.18,5.39,5208.0,0.8,0.84,703.168,2016,Planet,0,NASA Exoplanet Archive
408263079,GU Psc b,GU Psc,18.146485,17.0650029,,14.179,3591.3,4031.81,0.450458,0.325,47.5501,2014,Planet,0,NASA Exoplanet Archive
298834019,Kepler-113 c,Kepler-113,287.9978721,50.9441847,8.92507,2.18,8.7,4725.0,0.69,0.75,262.351,2014,Planet,0,NASA Exoplanet Archive
159221689,Kepler-1891 b,Kepler-1891,290.0438524,44.3705375,4.02229023,1.52139156,2.93,5516.0,0.827,0.873,596.24,2021,Planet,0,NASA Exoplanet Archive
164529393,Kepler-876 b,Kepler-876,283.4781717,43.3837235,5.14438011,1.43,2.63,5060.0,0.77,0.81,820.913,2016,Planet,0,NASA Exoplanet Archive
158385035,Kepler-1456 b,Kepler-1456,286.9453381,43.8228023,18.1373829,1.14,1.55,4231.0,0.62,0.64,370.312,2016,Planet,0,NASA Exoplanet Archive
243271972,Kepler-571 b,Kepler-571,286.5510448,49.418731,4.798599388,2.64,7.46,5527.0,0.9,0.93,723.875,2016,Planet,0,NASA Exoplanet Archive
209464063,TOI-5678 b,TOI-5678,47.3841872,-34.1984808,47.73022,4.91,20.0,5485.0,0.938,0.905,165.393,2023,Planet,0,NASA Exoplanet Archive
270616541,Kepler-1280 b,Kepler-1280,293.5738933,45.3844919,66.5579057,1.87,4.16,6227.0,1.32,1.2,1486.7,2016,Planet,0,NASA Exoplanet Archive
250996363,K2-75 c,K2-75,338.844896,-7.469895,18.311,2.77,8.1,5995.0,1.56,1.16,561.93,2016,Planet,0,NASA Exoplanet Archive
164828419,Kepler-1414 b,Kepler-1414,284.9285796,42.4223085,3.51576315,1.23,2.04,4951.0,0.75,0.8,570.835,2016,Planet,0,NASA Exoplanet Archive
63120475,Kepler-710 b,Kepler-710,291.9641255,42.6961308,4.347285527,1.88,4.19,5611.0,0.91,0.94,1448.34,2016,Planet,0,NASA Exoplanet Archive
147977348,TOI-640 b,TOI-640,99.7345935,-36.64613,5.003777,19.2794468,181.16219199,6460.0,2.082,1.536,341.997,2021,Planet,0,NASA Exoplanet Archive
362661163,HD 160691 c,HD 160691,266.0361585,-51.8348751,3947.0,,1398.4449908,5773.0,1.33,1.13,15.5981,2004,Planet,0,NASA Exoplanet Archive
416266820,Kepler-573 b,Kepler-573,289.5211955,51.2374057,22.18329658,2.79,8.2,5746.0,1.02,0.99,771.471,2016,Planet,0,NASA Exoplanet Archive
48304302,Kepler-297 c,Kepler-297,283.2091605,48.7776156,74.920137,6.54,42.1,5619.0,0.915,0.927,692.14,2014,Planet,0,NASA Exoplanet Archive
231836962,HD 10180 h,HD 10180,24.4731133,-60.5114881,2205.0,9.4,64.4,5911.0,1.109,1.06,38.9607,2010,Planet,0,NASA Exoplanet Archive
164728985,Kepler-1791 b,Kepler-1791,284.4903166,42.6482636,7.720860004,3.12103321,9.91,5887.0,1.177,0.985,602.218,2021,Planet,0,NASA Exoplanet Archive
63004645,Kepler-1197 b,Kepler-1197,291.6693437,42.5907441,2.03231845,1.25,2.1,4708.0,0.72,0.78,486.94,2016,Planet,0,NASA Exoplanet Archive
122519154,Kepler-198 b,Kepler-198,290.6731326,38.6910045,17.790037,2.82,8.35,5574.0,0.94,0.995,495.358,2014,Planet,0,NASA Exoplanet Archive
423358488,K2-148 d,K2-148,14.5176494,-0.193258,9.7579,1.64,3.33,4079.0,0.632,0.65,124.458,2018,Planet,0,NASA Exoplanet Archive
27394293,Kepler-142 b,Kepler-142,295.1190067,48.4813635,2.024152,1.99,4.62,5790.0,1.269,0.978,548.686,2014,Planet,0,NASA Exoplanet Archive
120571842,Kepler-9 d,Kepler-9,285.5739904,38.4008192,1.592851,1.64,8.41466053,5777.0,1.02,1.07,628.257,2010,Planet,0,NASA Exoplanet Archive
61098812,WASP-54 b,WASP-54,205.4542456,-0.1281712,3.69364,17.71022,187.5197,6100.0,1.76,1.08,251.303,2012,Planet,0,NASA Exoplanet Archive
98591691,K2-250 b,K2-250,185.0315429,-8.9757427,4.01392,2.71257333,7.81,5003.0,0.797,0.809,414.708,2018,Planet,0,NASA Exoplanet Archive
270788519,Kepler-31 b,Kepler-31,294.0230229,45.8530535,20.8613,5.5,36.7418,6340.0,1.22,1.21,1664.64,2011,Planet,0,NASA Exoplanet Archive
280304863,CoRoT-7 c,CoRoT-7,100.9561682,-1.0630076,3.698,2.83,8.4,5256.0,0.864273,0.899,159.906,2009,Planet,0,NASA Exoplanet Archive
248027247,GJ 849 b,GJ 849,332.4229938,-4.6408317,1925.31,13.9,283.82076745,3467.0,0.45,0.45,8.80058,2006,Planet,0,NASA Exoplanet Archive
69747919,K2-167 b,K2-167,336.5761233,-18.011665,9.978541,2.36509493,6.5,6310.0,1.499,1.084,80.8994,2018,Planet,0,NASA Exoplanet Archive
63204022,Kepler-1151 b,Kepler-1151,292.2477819,47.8784257,65.6478424,2.22,5.56,5470.0,0.85,0.88,682.436,2016,Planet,0,NASA Exoplanet Archive
48506742,Kepler-1261 b,Kepler-1261,285.2324786,48.8066963,48.4308991,2.26,5.73,5006.0,0.77,0.82,744.294,2016,Planet,0,NASA Exoplanet Archive
48354224,Kepler-1339 b,Kepler-1339,283.7457695,48.373469,1.341555127,0.71,0.285,5586.0,0.93,0.94,371.049,2016,Planet,0,NASA Exoplanet Archive
271545939,Kepler-1086 c,Kepler-1086,295.251187,45.8429537,161.5163345,2.94,8.96,4350.0,0.66,0.7,466.084,2016,Planet,0,NASA Exoplanet Archive
142748283,TOI-2096 c,TOI-2096,151.6186989,74.8272107,6.38784,1.914,4.32,3300.0,0.235,0.231,48.4809,2023,Planet,0,NASA Exoplanet Archive
169932440,Kepler-1758 b,Kepler-1758,297.7968197,39.9213378,9.977210045,2.57059831,7.13,5557.0,1.616,1.035,1588.41,2021,Planet,0,NASA Exoplanet Archive
269271535,Kepler-352 c,Kepler-352,299.8966237,46.0519022,16.332995,1.24,2.07,5212.0,0.781,0.798,252.733,2014,Planet,0,NASA Exoplanet Archive
399794329,Kepler-30 c,Kepler-30,285.2836483,38.9472625,60.323105,12.3,640.0,5498.0,0.95,0.99,914.221,2012,Planet,0,NASA Exoplanet Archive
164458488,Kepler-62 c,Kepler-62,283.2125621,45.3496992,12.4417,0.54,4.0,4925.0,0.64,0.69,300.874,2013,Planet,0,NASA Exoplanet Archive
123417308,Kepler-270 c,Kepler-270,282.2001207,44.4222795,25.262887,1.77,3.78,6067.0,1.461,1.17,948.781,2014,Planet,0,NASA Exoplanet Archive
49845357,HD 19994 b,HD 19994,48.1943193,-1.1963955,466.2,13.6,435.41,6188.0,1.79647,1.365,22.5242,2003,Planet,0,NASA Exoplanet Archive
123417850,Kepler-446 c,Kepler-446,282.2501047,44.921002,3.036179,1.11,1.41,3359.0,0.24,0.22,96.339,2015,Planet,0,NASA Exoplanet Archive
184164411,Kepler-1551 b,Kepler-1551,295.7855238,39.9078956,24.4973698,2.66,7.56,6136.0,1.22,1.14,1463.72,2016,Planet,0,NASA Exoplanet Archive
1333933,NGTS-15 b,NGTS-15,73.3553101,-32.8003484,3.27623,12.32987877,238.68913366,5600.0,0.954,0.995,786.485,2021,Planet,0,NASA Exoplanet Archive
281886199,K2-16 c,K2-16,175.0972238,4.5574311,19.07863,2.54,6.99,4742.0,0.66,0.68,334.967,2015,Planet,0,NASA Exoplanet Archive
293375721,K2-270 b,K2-270,131.2665588,13.5497322,1.543069,1.38,2.48,4877.0,0.77,0.85,280.518,2018,Planet,0,NASA Exoplanet Archive
321285788,K2-374 c,K2-374,137.3794986,16.3558324,16.43445,2.213,5.53,5789.0,0.907,0.731,359.439,2022,Planet,0,NASA Exoplanet Archive
159441621,Kepler-646 b,Kepler-646,290.4714596,44.3870422,15.87364565,1.99,4.62,5634.0,0.91,0.93,451.794,2016,Planet,0,NASA Exoplanet Archive
27846759,Kepler-1611 b,Kepler-1611,296.5120204,49.7277506,5.1762429,0.81,0.457,5605.0,0.93,0.94,908.444,2016,Planet,0,NASA Exoplanet Archive
278775625,TOI-921 b,TOI-921,99.6742038,-56.2205396,5.12871907628,3.53409617,12.2,6011.66,1.14165,1.13,294.015,2026,Planet,0,NASA Exoplanet Archive
63066101,Kepler-406 c,Kepler-406,291.8481764,44.9682807,4.62332,0.85,2.71,5538.0,1.07,1.07,364.03,2014,Planet,0,NASA Exoplanet Archive
123231081,Kepler-431 d,Kepler-431,281.1123072,43.2277663,11.922,1.11,1.41,6004.0,1.092,1.071,486.546,2015,Planet,0,NASA Exoplanet Archive
105999792,HD 190360 d,HD 190360,300.9092476,29.894541,88.69,3.48,11.9,5560.0,1.14,0.996,16.0069,2026,Planet,0,NASA Exoplanet Archive
184417262,Kepler-1326 b,Kepler-1326,296.222199,39.268942,42.3514267,4.18,16.3,6725.0,1.74,1.45,698.326,2016,Planet,0,NASA Exoplanet Archive
284680749,HD 132563 b,HD 132563,224.5892892,44.0428571,1544.0,13.6,473.547,6289.0,1.29577,1.231,105.155,2011,Planet,0,NASA Exoplanet Archive
168699373,HAT-P-44 c,HAT-P-44,213.1438604,47.0147826,872.2,13.0,1271.3,5295.0,0.949,0.942,347.85,2014,Planet,0,NASA Exoplanet Archive
429035886,K2-149 b,K2-149,9.8217519,7.2769939,11.332,1.64,3.33,3745.0,0.568,0.595,123.676,2018,Planet,0,NASA Exoplanet Archive
158322296,Kepler-1000 b,Kepler-1000,286.6854729,47.0981948,120.0181272,4.76,20.3,6453.0,1.51,1.4,1115.62,2016,Planet,0,NASA Exoplanet Archive
99734092,HD 204313 c,HD 204313,322.0510568,-21.7274194,34.95875,4.31,17.16273398,5767.0,1.1,1.03,47.7945,2015,Planet,0,NASA Exoplanet Archive
63293562,Kepler-342 b,Kepler-342,292.6780488,46.7266813,15.170318,2.25,5.69,6175.0,1.472,1.213,781.611,2014,Planet,0,NASA Exoplanet Archive
434225151,HD 4203 c,HD 4203,11.1722288,20.4483925,6700.0,13.3,689.66,5582.0,1.49795,0.99,81.3795,2014,Planet,0,NASA Exoplanet Archive
270471727,TIC 270471727 b,TIC 270471727,97.2114071,-78.4730589,10.45623256647,2.75029559,8.0,5271.39,0.997091,0.9,182.104,2026,Planet,0,NASA Exoplanet Archive
121121775,Kepler-1185 b,Kepler-1185,287.2411783,39.3326977,104.3518976,1.33,2.33,5622.0,0.87,0.96,459.273,2016,Planet,0,NASA Exoplanet Archive
416267321,Kepler-596 b,Kepler-596,289.5006797,51.6857106,21.30022655,3.46,11.8,6267.0,1.32,1.21,1023.85,2016,Planet,0,NASA Exoplanet Archive
63005636,Kepler-1686 b,Kepler-1686,291.6067189,42.0359783,9.30987,1.42553017,2.62,5714.96,1.19951,1.02,729.823,2020,Planet,0,NASA Exoplanet Archive
137637249,Kepler-263 c,Kepler-263,292.4698022,37.5677941,47.332773,2.47,6.66,5265.0,0.785,0.793,754.747,2014,Planet,0,NASA Exoplanet Archive
234501204,HD 4308 b,HD 4308,11.1652594,-65.6527159,15.56,4.12,15.8915,5686.0,1.02,0.93,22.0158,2005,Planet,0,NASA Exoplanet Archive
198356533,TOI-1437 b,TOI-1437,256.1387513,56.842549,18.840942,2.24,9.6,6008.0,1.17,1.1,103.297,2024,Planet,0,NASA Exoplanet Archive
158657354,Kepler-522 b,Kepler-522,288.153973,44.0688154,38.58422849,6.91,38.2,6392.0,1.98,1.54,639.239,2016,Planet,0,NASA Exoplanet Archive
268644785,KELT-15 b,KELT-15,117.4149764,-52.1204471,3.32944,19.50366,416.3573,6003.0,1.78,2.06,324.683,2016,Planet,0,NASA Exoplanet Archive
66561343,TOI-892 b,TOI-892,86.738228,-11.2353401,10.62656,11.99363,301.9385,6261.0,1.39,1.28,340.543,2020,Planet,0,NASA Exoplanet Archive
88723334,G 196-3 b,G 196-3,151.0884754,50.3861806,,12.0,8263.538582,3517.0,0.522432,0.519782,21.7912,2024,Planet,0,NASA Exoplanet Archive
268382450,Kepler-1545 b,Kepler-1545,298.8988313,47.4630696,163.692349,2.7,7.75,5201.0,0.8,0.84,729.964,2016,Planet,0,NASA Exoplanet Archive
48353636,Kepler-1667 b,Kepler-1667,283.5329505,48.0943604,83.5781,2.98385261,9.19,5941.54,1.08751,1.09,626.819,2020,Planet,0,NASA Exoplanet Archive
124379043,TOI-2803 A b,TOI-2803 A,93.1147397,-23.4924956,1.96229325,18.11371281,309.88269682,6280.0,1.245,1.118,494.818,2023,Planet,0,NASA Exoplanet Archive
178217113,K2-34 b,K2-34,127.5787231,22.2359194,2.9956348,13.75,539.67534,6168.0,1.42,1.16,348.646,2016,Planet,0,NASA Exoplanet Archive
169181786,Kepler-632 b,Kepler-632,297.252613,40.288605,30.99660733,2.21,5.52,5322.0,0.84,0.91,349.0,2016,Planet,0,NASA Exoplanet Archive
150096001,K2-133 b,K2-133,70.1493775,25.0098135,3.07133,1.34,2.36,3655.0,0.455,0.461,75.1703,2017,Planet,0,NASA Exoplanet Archive
399860218,Kepler-124 c,Kepler-124,286.7527322,49.0648788,13.821375,1.75,3.71,4984.0,0.636,0.706,420.046,2014,Planet,0,NASA Exoplanet Archive
272839596,Kepler-1720 b,Kepler-1720,296.8086813,47.1718557,12.70639992,3.21585295,10.4,5573.0,0.839,0.939,629.445,2021,Planet,0,NASA Exoplanet Archive
229747848,TOI-1347 c,TOI-1347,280.3266806,70.2900536,4.841962,1.6,6.4,5464.0,0.83,0.913,147.476,2024,Planet,0,NASA Exoplanet Archive
299032847,Kepler-117 b,Kepler-117,288.7930651,48.040176,18.7959228,8.059,29.875,6150.0,1.606,1.129,1455.57,2014,Planet,0,NASA Exoplanet Archive
269357457,Kepler-267 c,Kepler-267,299.8305655,47.1575741,6.87745,2.13,5.18,4258.0,0.555,0.541571,264.993,2014,Planet,0,NASA Exoplanet Archive
164830162,Kepler-1292 b,Kepler-1292,284.9057222,43.9491434,3.27646405,1.82,3.97,5556.0,0.93,0.95,1493.43,2016,Planet,0,NASA Exoplanet Archive
394179552,Kepler-1736 b,Kepler-1736,289.7766991,38.2622374,37.81029892,3.8765856,14.3,6085.0,0.973,0.976,1430.0,2021,Planet,0,NASA Exoplanet Archive
164522561,Kepler-1538 b,Kepler-1538,283.345611,45.2743573,175.138819,2.82,8.35,5837.0,1.03,1.03,1125.3,2016,Planet,0,NASA Exoplanet Archive
53735810,WASP-66 b,WASP-66,158.2250301,-34.9899074,4.08605,15.6926,746.9005,6600.0,1.76,1.33,500.258,2012,Planet,0,NASA Exoplanet Archive
176868262,K2-156 b,K2-156,182.699673,-6.2943552,0.813143,1.1,1.37,4460.0,0.62,0.66,150.21,2018,Planet,0,NASA Exoplanet Archive
158326744,Kepler-1165 c,Kepler-1165,286.9712284,44.7082669,29.96870041,3.36093385,11.2,6249.0,1.076,1.13,1575.2,2021,Planet,0,NASA Exoplanet Archive
272596372,Kepler-1819 b,Kepler-1819,296.5600307,46.8574644,16.48690033,3.90351256,14.5,6090.0,1.071,1.173,1363.19,2021,Planet,0,NASA Exoplanet Archive
27187386,Kepler-1821 b,Kepler-1821,294.5254573,49.872484,16.45809937,2.59248115,7.24,5475.0,0.884,0.946,799.699,2021,Planet,0,NASA Exoplanet Archive
120255638,Kepler-1393 b,Kepler-1393,284.4594558,40.1424756,2.44357812,0.8,0.437,5697.0,0.92,0.95,544.456,2016,Planet,0,NASA Exoplanet Archive
